SUM_Measure_1,SUM_Measure_2,SUM_Measure_3,SUM_Measure_4,SUM_Measure_5,SUM_Measure_6,SUM_Measure_7,SUM_Measure_8,SUM_Measure_9,SUM_Measure_10,CNT_Measure_1,CNT_Measure_2,CNT_Measure_3,CNT_Measure_4,CNT_Measure_5,AVG_Measure_1,AVG_Measure_2,AVG_Measure_3,AVG_Measure_4,AVG_Measure_5,Key_Dim_1,Key_Dim_2,Key_Dim_3,Key_Dim_4,Key_Dim_5,Key_Dim_6,Key_Dim_7,Key_Dim_8,Key_Dim_9,Key_Dim_10,Other_Field_1,Other_Field_2,Other_Field_3,Other_Field_4,Other_Field_5,Other_Field_6,Other_Field_7,Other_Field_8,Other_Field_9,Other_Field_10,DateKey
168629.04,20,730.3,,,,,,,,1887,,,,,1.6,,,,,Finance,Macquarie Park,Contract,Grade 5,,,,,,,Liam Jones,liam.jones@health.nsw.gov.au,On track,,,,,,,,2023-04-16
122589.16,7,1071.9,,,,,,,,1888,,,,,4.3,,,,,Engineering,Sydney CBD,Part Time,Grade 1,,,,,,,Ben Adams,ben.adams@health.nsw.gov.au,Escalated,,,,,,,,2023-05-31
90062.69,19,529.2,,,,,,,,1889,,,,,4.5,,,,,Legal,Sydney CBD,Casual,Grade 2,,,,,,,Liam White,liam.white@health.nsw.gov.au,On track,,,,,,,,2023-10-16
90742.34,40,734.1,,,,,,,,1890,,,,,2.4,,,,,HR,Sydney CBD,Part Time,Grade 2,,,,,,,Ava Jackson,ava.jackson@health.nsw.gov.au,Completed,,,,,,,,2024-09-06
60832.13,28,385.4,,,,,,,,1891,,,,,3.7,,,,,Marketing,Macquarie Park,Contract,Grade 3,,,,,,,Henry Harris,henry.harris@health.nsw.gov.au,Escalated,,,,,,,,2024-11-08
92749.12,17,1640.4,,,,,,,,1892,,,,,3.8,,,,,HR,Sydney CBD,Part Time,Grade 2,,,,,,,Dylan Roberts,dylan.roberts@health.nsw.gov.au,Escalated,,,,,,,,2024-04-02
152628.39,31,1647.8,,,,,,,,1893,,,,,1.5,,,,,Legal,Parramatta,Part Time,Grade 1,,,,,,,Dylan Thomas,dylan.thomas@health.nsw.gov.au,Needs review,,,,,,,,2024-01-30
89943.49,32,905.3,,,,,,,,1894,,,,,3.8,,,,,Legal,Macquarie Park,Contract,Grade 2,,,,,,,Lily Hughes,lily.hughes@health.nsw.gov.au,Escalated,,,,,,,,2024-03-04
123387.67,35,1114.2,,,,,,,,1895,,,,,3.1,,,,,Sales,Chatswood,Full Time,Grade 5,,,,,,,Mohammed Green,mohammed.green@health.nsw.gov.au,Pending approval,,,,,,,,2024-08-14
162020.73,48,516.7,,,,,,,,1896,,,,,1.3,,,,,Operations,Sydney CBD,Part Time,Grade 1,,,,,,,Cameron Parker,cameron.parker@health.nsw.gov.au,Escalated,,,,,,,,2023-05-17
186553.7,4,1831.6,,,,,,,,1897,,,,,2.4,,,,,Engineering,Parramatta,Casual,Grade 2,,,,,,,Sarah Green,sarah.green@health.nsw.gov.au,Needs review,,,,,,,,2023-08-04
170729.71,4,1519.3,,,,,,,,1898,,,,,1.5,,,,,Engineering,Chatswood,Full Time,Grade 4,,,,,,,Cameron Brown,cameron.brown@health.nsw.gov.au,,,,,,,,,2023-04-19
142667.04,5,1006.0,,,,,,,,1899,,,,,3.4,,,,,Engineering,Sydney CBD,Part Time,Grade 3,,,,,,,Alexander Davies,alexander.davies@health.nsw.gov.au,Needs review,,,,,,,,2023-03-20
32121.21,27,384.5,,,,,,,,1900,,,,,1.7,,,,,Engineering,Macquarie Park,Contract,Grade 4,,,,,,,Emma Bailey,emma.bailey@health.nsw.gov.au,Completed,,,,,,,,2024-03-30
162837.47,45,125.1,,,,,,,,1901,,,,,1.4,,,,,Finance,Sydney CBD,Part Time,Grade 5,,,,,,,Daniel Smith,daniel.smith@health.nsw.gov.au,Escalated,,,,,,,,2024-03-09
145583.6,30,1152.9,,,,,,,,1902,,,,,4.3,,,,,Marketing,North Sydney,Casual,Grade 2,,,,,,,Luke Davies,luke.davies@health.nsw.gov.au,Pending approval,,,,,,,,2024-01-22
196247.47,9,1512.0,,,,,,,,1903,,,,,2.6,,,,,Finance,North Sydney,Casual,Grade 2,,,,,,,Aiden Parker,aiden.parker@health.nsw.gov.au,Pending approval,,,,,,,,2023-03-21
168815.0,30,1007.1,,,,,,,,1904,,,,,3.6,,,,,Legal,Chatswood,Part Time,Grade 1,,,,,,,Cameron Rogers,cameron.rogers@health.nsw.gov.au,Escalated,,,,,,,,2023-07-19
75886.33,7,247.8,,,,,,,,1905,,,,,3.4,,,,,Operations,Sydney CBD,Part Time,Grade 3,,,,,,,Daniel Turner,daniel.turner@health.nsw.gov.au,On track,,,,,,,,2023-03-08
66024.69,1,1537.4,,,,,,,,1906,,,,,2.2,,,,,Sales,Sydney CBD,Part Time,Grade 3,,,,,,,Lucas Collins,lucas.collins@health.nsw.gov.au,Pending approval,,,,,,,,2023-02-15
125835.68,31,186.8,,,,,,,,1907,,,,,2.3,,,,,Marketing,Sydney CBD,Contract,Grade 3,,,,,,,Olivia Anderson,olivia.anderson@health.nsw.gov.au,Needs review,,,,,,,,2023-11-19
157813.19,47,776.1,,,,,,,,1908,,,,,1.5,,,,,HR,Parramatta,Casual,Grade 5,,,,,,,Henry Anderson,henry.anderson@health.nsw.gov.au,Needs review,,,,,,,,2023-01-25
129819.84,25,1006.2,,,,,,,,1909,,,,,4.5,,,,,Finance,Parramatta,Part Time,Grade 2,,,,,,,Ella Nelson,ella.nelson@health.nsw.gov.au,On track,,,,,,,,2024-10-02
45859.45,46,540.0,,,,,,,,1910,,,,,1.9,,,,,Engineering,North Sydney,Contract,Grade 4,,,,,,,Ethan King,ethan.king@health.nsw.gov.au,Completed,,,,,,,,2024-01-04
135990.03,28,176.0,,,,,,,,1911,,,,,3.9,,,,,Legal,North Sydney,Part Time,Grade 5,,,,,,,Priya Taylor,priya.taylor@health.nsw.gov.au,Needs review,,,,,,,,2024-08-03
136724.24,32,285.1,,,,,,,,1912,,,,,1.1,,,,,Marketing,Macquarie Park,Full Time,Grade 4,,,,,,,Henry Nelson,henry.nelson@health.nsw.gov.au,Completed,,,,,,,,2023-06-23
188789.52,11,229.5,,,,,,,,1913,,,,,3.3,,,,,Operations,Sydney CBD,Full Time,Grade 2,,,,,,,Mohammed Nelson,mohammed.nelson@health.nsw.gov.au,Completed,,,,,,,,2024-04-29
196342.24,49,1765.6,,,,,,,,1914,,,,,3.6,,,,,Engineering,Sydney CBD,Casual,Grade 1,,,,,,,Cameron Clark,cameron.clark@health.nsw.gov.au,Escalated,,,,,,,,2024-02-23
175690.16,44,345.1,,,,,,,,1915,,,,,2.5,,,,,Operations,Parramatta,Full Time,Grade 4,,,,,,,Emily Baker,emily.baker@health.nsw.gov.au,Completed,,,,,,,,2024-11-29
37254.85,42,208.4,,,,,,,,1916,,,,,4.2,,,,,Finance,North Sydney,Full Time,Grade 3,,,,,,,Charlotte Johnson,charlotte.johnson@health.nsw.gov.au,Pending approval,,,,,,,,2024-02-13
175150.96,15,837.6,,,,,,,,1917,,,,,2.8,,,,,HR,Parramatta,Casual,Grade 4,,,,,,,Lily Turner,lily.turner@health.nsw.gov.au,Escalated,,,,,,,,2023-04-22
44589.83,47,305.9,,,,,,,,1918,,,,,4.8,,,,,Legal,Chatswood,Part Time,Grade 4,,,,,,,Tyler Taylor,tyler.taylor@health.nsw.gov.au,Completed,,,,,,,,2023-12-17
199394.5,32,504.0,,,,,,,,1919,,,,,4.0,,,,,HR,Parramatta,Casual,Grade 1,,,,,,,Hannah Roberts,hannah.roberts@health.nsw.gov.au,Escalated,,,,,,,,2023-05-30
138836.78,21,1179.6,,,,,,,,1920,,,,,5.0,,,,,Legal,Sydney CBD,Contract,Grade 4,,,,,,,Mia Thompson,mia.thompson@health.nsw.gov.au,On track,,,,,,,,2023-08-05
177563.5,49,1399.0,,,,,,,,1921,,,,,2.1,,,,,Engineering,Sydney CBD,Part Time,Grade 1,,,,,,,Luke Scott,luke.scott@health.nsw.gov.au,On track,,,,,,,,2023-11-02
178541.9,29,1755.4,,,,,,,,1922,,,,,3.1,,,,,Marketing,North Sydney,Full Time,Grade 1,,,,,,,Ava King,ava.king@health.nsw.gov.au,Completed,,,,,,,,2023-06-18
63762.9,27,1015.1,,,,,,,,1923,,,,,3.1,,,,,Engineering,Chatswood,Contract,Grade 5,,,,,,,Charlotte Smith,charlotte.smith@health.nsw.gov.au,Pending approval,,,,,,,,2024-09-03
63755.2,47,1369.1,,,,,,,,1924,,,,,3.5,,,,,Operations,Parramatta,Full Time,Grade 2,,,,,,,Isabella Roberts,isabella.roberts@health.nsw.gov.au,Escalated,,,,,,,,2023-11-21
49313.17,44,872.1,,,,,,,,1925,,,,,3.1,,,,,Finance,Chatswood,Part Time,Grade 4,,,,,,,Zoe Edwards,zoe.edwards@health.nsw.gov.au,On track,,,,,,,,2023-02-07
67165.87,13,898.3,,,,,,,,1926,,,,,3.2,,,,,Engineering,Macquarie Park,Casual,Grade 2,,,,,,,Jayden Thompson,jayden.thompson@health.nsw.gov.au,Needs review,,,,,,,,2024-11-26
128062.19,1,803.5,,,,,,,,1927,,,,,2.5,,,,,Marketing,Parramatta,Full Time,Grade 4,,,,,,,Lily Nelson,lily.nelson@health.nsw.gov.au,Escalated,,,,,,,,2024-02-25
89793.93,35,909.1,,,,,,,,1928,,,,,4.9,,,,,Operations,Sydney CBD,Part Time,Grade 4,,,,,,,Ava Young,ava.young@health.nsw.gov.au,Needs review,,,,,,,,2024-07-20
131131.61,35,928.2,,,,,,,,1929,,,,,2.1,,,,,Legal,Parramatta,Full Time,Grade 1,,,,,,,Henry Davies,henry.davies@health.nsw.gov.au,,,,,,,,,2023-01-17
134764.26,27,297.0,,,,,,,,1930,,,,,4.0,,,,,HR,Chatswood,Full Time,Grade 3,,,,,,,Emma Thompson,emma.thompson@health.nsw.gov.au,Needs review,,,,,,,,2024-04-10
123769.95,8,471.6,,,,,,,,1931,,,,,2.9,,,,,HR,Parramatta,Casual,Grade 4,,,,,,,Lily Murphy,lily.murphy@health.nsw.gov.au,,,,,,,,,2024-02-10
31292.87,24,1586.2,,,,,,,,1932,,,,,3.0,,,,,Marketing,Parramatta,Contract,Grade 4,,,,,,,Ella Hughes,ella.hughes@health.nsw.gov.au,On track,,,,,,,,2024-02-29
35554.68,2,391.4,,,,,,,,1933,,,,,2.5,,,,,Operations,Parramatta,Part Time,Grade 5,,,,,,,Ava Hughes,ava.hughes@health.nsw.gov.au,Pending approval,,,,,,,,2024-02-05
62752.27,42,847.3,,,,,,,,1934,,,,,1.2,,,,,Legal,North Sydney,Casual,Grade 2,,,,,,,Olivia Lee,olivia.lee@health.nsw.gov.au,Pending approval,,,,,,,,2023-06-12
104358.27,7,1449.0,,,,,,,,1935,,,,,1.5,,,,,HR,Macquarie Park,Casual,Grade 3,,,,,,,Sarah Johnson,sarah.johnson@health.nsw.gov.au,Completed,,,,,,,,2023-07-28
45853.25,2,931.1,,,,,,,,1936,,,,,3.5,,,,,Engineering,Sydney CBD,Full Time,Grade 5,,,,,,,Charlotte Jones,charlotte.jones@health.nsw.gov.au,,,,,,,,,2023-05-14
197180.41,41,1299.9,,,,,,,,1937,,,,,2.4,,,,,Sales,North Sydney,Contract,Grade 2,,,,,,,Hannah Hughes,hannah.hughes@health.nsw.gov.au,,,,,,,,,2024-01-23
160966.57,43,198.3,,,,,,,,1938,,,,,1.3,,,,,Engineering,Sydney CBD,Full Time,Grade 1,,,,,,,Isabella Stewart,isabella.stewart@health.nsw.gov.au,On track,,,,,,,,2023-04-20
54112.02,17,1799.7,,,,,,,,1939,,,,,1.4,,,,,IT,Parramatta,Part Time,Grade 4,,,,,,,Henry Carter,henry.carter@health.nsw.gov.au,On track,,,,,,,,2024-02-28
42507.91,41,245.0,,,,,,,,1940,,,,,3.7,,,,,Legal,Parramatta,Casual,Grade 2,,,,,,,Matthew Lewis,matthew.lewis@health.nsw.gov.au,On track,,,,,,,,2023-07-02
142143.29,41,1252.6,,,,,,,,1941,,,,,1.1,,,,,Operations,Parramatta,Casual,Grade 5,,,,,,,Priya Turner,priya.turner@health.nsw.gov.au,On track,,,,,,,,2023-06-12
118697.25,17,1860.5,,,,,,,,1942,,,,,1.8,,,,,Finance,Macquarie Park,Full Time,Grade 5,,,,,,,Emily Kim,emily.kim@health.nsw.gov.au,Needs review,,,,,,,,2023-08-10
177368.62,8,1807.3,,,,,,,,1943,,,,,1.1,,,,,Engineering,North Sydney,Full Time,Grade 2,,,,,,,Luke Harris,luke.harris@health.nsw.gov.au,Escalated,,,,,,,,2023-07-24
192048.99,23,1445.4,,,,,,,,1944,,,,,3.6,,,,,IT,Chatswood,Casual,Grade 5,,,,,,,Olivia Wright,olivia.wright@health.nsw.gov.au,Completed,,,,,,,,2023-06-27
63639.0,46,634.1,,,,,,,,1945,,,,,2.6,,,,,Marketing,North Sydney,Part Time,Grade 4,,,,,,,Ava Baker,ava.baker@health.nsw.gov.au,Escalated,,,,,,,,2024-09-02
157003.48,21,1283.5,,,,,,,,1946,,,,,3.4,,,,,Legal,North Sydney,Contract,Grade 3,,,,,,,Zoe Taylor,zoe.taylor@health.nsw.gov.au,Escalated,,,,,,,,2023-06-21
181206.45,33,580.8,,,,,,,,1947,,,,,2.6,,,,,Operations,Chatswood,Full Time,Grade 1,,,,,,,Matthew Lee,matthew.lee@health.nsw.gov.au,Escalated,,,,,,,,2023-07-10
90816.57,5,508.8,,,,,,,,1948,,,,,2.5,,,,,Engineering,Parramatta,Full Time,Grade 1,,,,,,,Dylan Bell,dylan.bell@health.nsw.gov.au,On track,,,,,,,,2023-12-03
66341.31,37,1611.0,,,,,,,,1949,,,,,4.6,,,,,HR,Chatswood,Contract,Grade 5,,,,,,,Tom Jackson,tom.jackson@health.nsw.gov.au,Needs review,,,,,,,,2023-04-16
125362.98,46,1255.0,,,,,,,,1950,,,,,4.5,,,,,HR,Macquarie Park,Casual,Grade 4,,,,,,,Dylan Lee,dylan.lee@health.nsw.gov.au,Needs review,,,,,,,,2023-07-21
38442.16,32,1047.4,,,,,,,,1951,,,,,5.0,,,,,Legal,Sydney CBD,Full Time,Grade 4,,,,,,,Daniel Stewart,daniel.stewart@health.nsw.gov.au,Completed,,,,,,,,2024-08-28
95085.78,37,140.4,,,,,,,,1952,,,,,1.1,,,,,Finance,Chatswood,Contract,Grade 2,,,,,,,Olivia Williams,olivia.williams@health.nsw.gov.au,Pending approval,,,,,,,,2024-06-24
36650.44,42,130.9,,,,,,,,1953,,,,,2.9,,,,,Legal,Parramatta,Contract,Grade 3,,,,,,,Marcus Allen,marcus.allen@health.nsw.gov.au,Escalated,,,,,,,,2023-03-23
124596.53,21,1038.3,,,,,,,,1954,,,,,1.2,,,,,Marketing,Chatswood,Casual,Grade 1,,,,,,,Cameron Morris,cameron.morris@health.nsw.gov.au,On track,,,,,,,,2023-01-30
68082.44,1,363.6,,,,,,,,1955,,,,,5.0,,,,,Legal,North Sydney,Part Time,Grade 1,,,,,,,Ryan Bailey,ryan.bailey@health.nsw.gov.au,Completed,,,,,,,,2024-07-04
198226.06,45,1749.2,,,,,,,,1956,,,,,2.0,,,,,Finance,Sydney CBD,Full Time,Grade 3,,,,,,,Jack Martin,jack.martin@health.nsw.gov.au,Completed,,,,,,,,2024-12-05
134167.61,25,612.8,,,,,,,,1957,,,,,1.7,,,,,Engineering,Macquarie Park,Casual,Grade 1,,,,,,,Ethan Lee,ethan.lee@health.nsw.gov.au,Needs review,,,,,,,,2024-08-21
180925.73,27,1310.1,,,,,,,,1958,,,,,3.7,,,,,Sales,Macquarie Park,Casual,Grade 4,,,,,,,Luke Lee,luke.lee@health.nsw.gov.au,,,,,,,,,2024-05-09
68391.19,17,1555.8,,,,,,,,1959,,,,,3.8,,,,,Operations,Macquarie Park,Part Time,Grade 2,,,,,,,Sophie Taylor,sophie.taylor@health.nsw.gov.au,On track,,,,,,,,2024-05-21
40245.38,1,1373.9,,,,,,,,1960,,,,,2.9,,,,,Legal,North Sydney,Casual,Grade 1,,,,,,,Tyler Thompson,tyler.thompson@health.nsw.gov.au,Pending approval,,,,,,,,2024-06-24
117367.64,21,1544.9,,,,,,,,1961,,,,,2.2,,,,,IT,North Sydney,Full Time,Grade 2,,,,,,,Ben Young,ben.young@health.nsw.gov.au,Escalated,,,,,,,,2024-04-08
177535.99,33,485.7,,,,,,,,1962,,,,,2.6,,,,,HR,Parramatta,Casual,Grade 2,,,,,,,Ella Lewis,ella.lewis@health.nsw.gov.au,Pending approval,,,,,,,,2024-10-25
47350.94,30,1764.8,,,,,,,,1963,,,,,4.0,,,,,Sales,Sydney CBD,Casual,Grade 2,,,,,,,Luke Jones,luke.jones@health.nsw.gov.au,Escalated,,,,,,,,2024-11-08
120250.52,23,604.6,,,,,,,,1964,,,,,4.7,,,,,HR,Parramatta,Casual,Grade 2,,,,,,,Alexander Scott,alexander.scott@health.nsw.gov.au,Pending approval,,,,,,,,2024-03-17
116347.56,4,938.5,,,,,,,,1965,,,,,2.5,,,,,Finance,Chatswood,Casual,Grade 2,,,,,,,Nathan Wright,nathan.wright@health.nsw.gov.au,Escalated,,,,,,,,2023-06-30
130988.36,34,1254.2,,,,,,,,1966,,,,,3.1,,,,,HR,Sydney CBD,Part Time,Grade 1,,,,,,,Ben Wilson,ben.wilson@health.nsw.gov.au,On track,,,,,,,,2023-02-06
127789.19,16,225.1,,,,,,,,1967,,,,,1.4,,,,,Sales,Macquarie Park,Casual,Grade 4,,,,,,,Olivia Evans,olivia.evans@health.nsw.gov.au,Needs review,,,,,,,,2024-12-09
75605.38,14,425.0,,,,,,,,1968,,,,,1.8,,,,,Marketing,Macquarie Park,Contract,Grade 1,,,,,,,Henry Walker,henry.walker@health.nsw.gov.au,Pending approval,,,,,,,,2024-12-18
135760.12,48,680.1,,,,,,,,1969,,,,,4.6,,,,,Sales,North Sydney,Contract,Grade 1,,,,,,,Daniel Walker,daniel.walker@health.nsw.gov.au,Completed,,,,,,,,2024-04-11
54111.72,1,1365.5,,,,,,,,1970,,,,,2.7,,,,,Finance,North Sydney,Contract,Grade 1,,,,,,,Daniel Morgan,daniel.morgan@health.nsw.gov.au,On track,,,,,,,,2024-08-31
89864.42,31,1208.0,,,,,,,,1971,,,,,3.0,,,,,Sales,Chatswood,Full Time,Grade 1,,,,,,,Oliver Collins,oliver.collins@health.nsw.gov.au,,,,,,,,,2023-10-25
172011.04,34,1056.0,,,,,,,,1972,,,,,4.0,,,,,HR,Sydney CBD,Contract,Grade 3,,,,,,,Sophia Carter,sophia.carter@health.nsw.gov.au,,,,,,,,,2023-12-26
198264.83,17,1360.5,,,,,,,,1973,,,,,2.0,,,,,IT,Sydney CBD,Contract,Grade 3,,,,,,,Mohammed King,mohammed.king@health.nsw.gov.au,Pending approval,,,,,,,,2024-11-10
175682.55,39,1020.3,,,,,,,,1974,,,,,2.1,,,,,Finance,North Sydney,Casual,Grade 2,,,,,,,Ruby Roberts,ruby.roberts@health.nsw.gov.au,Completed,,,,,,,,2024-05-24
35253.79,37,1507.9,,,,,,,,1975,,,,,4.9,,,,,Operations,North Sydney,Full Time,Grade 2,,,,,,,Charlotte Watson,charlotte.watson@health.nsw.gov.au,On track,,,,,,,,2023-10-08
179114.49,44,1135.3,,,,,,,,1976,,,,,4.6,,,,,Engineering,Parramatta,Contract,Grade 3,,,,,,,Olivia Edwards,olivia.edwards@health.nsw.gov.au,Escalated,,,,,,,,2023-10-10
82584.96,3,1201.1,,,,,,,,1977,,,,,3.8,,,,,HR,Chatswood,Casual,Grade 5,,,,,,,Jayden Clark,jayden.clark@health.nsw.gov.au,On track,,,,,,,,2023-01-09
114817.59,44,379.5,,,,,,,,1978,,,,,3.7,,,,,Marketing,Macquarie Park,Part Time,Grade 3,,,,,,,Chloe Clark,chloe.clark@health.nsw.gov.au,On track,,,,,,,,2023-10-29
32650.71,3,512.9,,,,,,,,1979,,,,,4.3,,,,,HR,Sydney CBD,Casual,Grade 3,,,,,,,James Adams,james.adams@health.nsw.gov.au,Completed,,,,,,,,2024-11-07
171798.71,4,577.7,,,,,,,,1980,,,,,2.4,,,,,Marketing,Macquarie Park,Part Time,Grade 1,,,,,,,Mohammed Harris,mohammed.harris@health.nsw.gov.au,Needs review,,,,,,,,2023-07-21
103448.63,6,652.5,,,,,,,,1981,,,,,1.1,,,,,Operations,North Sydney,Casual,Grade 4,,,,,,,Olivia Evans,olivia.evans@health.nsw.gov.au,Completed,,,,,,,,2023-11-06
131496.59,12,1171.4,,,,,,,,1982,,,,,3.7,,,,,Operations,Macquarie Park,Part Time,Grade 2,,,,,,,Jake Thomas,jake.thomas@health.nsw.gov.au,Escalated,,,,,,,,2024-07-21
63918.94,20,262.6,,,,,,,,1983,,,,,3.3,,,,,IT,Macquarie Park,Part Time,Grade 4,,,,,,,Ava Evans,ava.evans@health.nsw.gov.au,Needs review,,,,,,,,2024-06-23
105123.23,21,1057.2,,,,,,,,1984,,,,,3.7,,,,,Operations,Chatswood,Contract,Grade 4,,,,,,,Isabella Green,isabella.green@health.nsw.gov.au,Escalated,,,,,,,,2024-04-17
34704.4,36,150.2,,,,,,,,1985,,,,,4.1,,,,,HR,North Sydney,Contract,Grade 2,,,,,,,Lauren Anderson,lauren.anderson@health.nsw.gov.au,Completed,,,,,,,,2023-05-11
135551.26,37,1767.8,,,,,,,,1986,,,,,1.2,,,,,Legal,North Sydney,Casual,Grade 1,,,,,,,Isabella Kim,isabella.kim@health.nsw.gov.au,Pending approval,,,,,,,,2024-04-16
172663.67,6,203.9,,,,,,,,1987,,,,,4.3,,,,,HR,Parramatta,Full Time,Grade 3,,,,,,,Jessica Mitchell,jessica.mitchell@health.nsw.gov.au,,,,,,,,,2023-12-06
176933.4,8,1506.9,,,,,,,,1988,,,,,3.7,,,,,Finance,North Sydney,Part Time,Grade 5,,,,,,,Aiden Carter,aiden.carter@health.nsw.gov.au,Needs review,,,,,,,,2023-08-17
182158.9,41,1719.3,,,,,,,,1989,,,,,2.2,,,,,Marketing,Sydney CBD,Casual,Grade 5,,,,,,,Sophie Wright,sophie.wright@health.nsw.gov.au,On track,,,,,,,,2023-03-10
30006.07,39,1771.8,,,,,,,,1990,,,,,3.1,,,,,Sales,North Sydney,Full Time,Grade 4,,,,,,,Oliver Anderson,oliver.anderson@health.nsw.gov.au,Escalated,,,,,,,,2024-02-05
39461.04,8,669.9,,,,,,,,1991,,,,,2.9,,,,,Engineering,North Sydney,Contract,Grade 5,,,,,,,Ella Baker,ella.baker@health.nsw.gov.au,,,,,,,,,2024-09-23
50943.41,10,1308.8,,,,,,,,1992,,,,,1.7,,,,,Sales,North Sydney,Part Time,Grade 4,,,,,,,Mia Clark,mia.clark@health.nsw.gov.au,Completed,,,,,,,,2024-11-14
47003.35,38,1036.6,,,,,,,,1993,,,,,3.7,,,,,Legal,Chatswood,Full Time,Grade 4,,,,,,,Emma Adams,emma.adams@health.nsw.gov.au,Needs review,,,,,,,,2023-01-29
78181.78,8,1172.0,,,,,,,,1994,,,,,1.0,,,,,Marketing,Sydney CBD,Casual,Grade 1,,,,,,,Jayden Thomas,jayden.thomas@health.nsw.gov.au,Escalated,,,,,,,,2024-04-14
77073.69,11,779.7,,,,,,,,1995,,,,,4.4,,,,,Sales,Parramatta,Casual,Grade 5,,,,,,,Jack Walker,jack.walker@health.nsw.gov.au,,,,,,,,,2023-06-05
89817.39,47,1170.0,,,,,,,,1996,,,,,2.8,,,,,Engineering,Parramatta,Contract,Grade 4,,,,,,,Jack Rogers,jack.rogers@health.nsw.gov.au,Escalated,,,,,,,,2024-01-21
193634.35,39,1352.0,,,,,,,,1997,,,,,3.3,,,,,Marketing,North Sydney,Contract,Grade 5,,,,,,,Lauren Allen,lauren.allen@health.nsw.gov.au,Pending approval,,,,,,,,2024-09-24
171080.67,5,185.4,,,,,,,,1998,,,,,4.4,,,,,Engineering,North Sydney,Full Time,Grade 1,,,,,,,Chloe Morgan,chloe.morgan@health.nsw.gov.au,Escalated,,,,,,,,2023-11-28
159184.58,50,1636.3,,,,,,,,1999,,,,,3.9,,,,,Sales,Sydney CBD,Part Time,Grade 4,,,,,,,Marcus Green,marcus.green@health.nsw.gov.au,On track,,,,,,,,2023-03-05
134023.62,8,171.1,,,,,,,,2000,,,,,4.0,,,,,IT,Parramatta,Full Time,Grade 2,,,,,,,Dylan Evans,dylan.evans@health.nsw.gov.au,,,,,,,,,2024-04-05
94196.92,41,1190.2,,,,,,,,2001,,,,,1.8,,,,,Marketing,Chatswood,Casual,Grade 3,,,,,,,Ben Wright,ben.wright@health.nsw.gov.au,,,,,,,,,2023-06-15
103790.71,34,1636.5,,,,,,,,2002,,,,,1.8,,,,,Finance,Sydney CBD,Part Time,Grade 1,,,,,,,Ethan Smith,ethan.smith@health.nsw.gov.au,Completed,,,,,,,,2024-02-22
126610.15,5,747.4,,,,,,,,2003,,,,,3.7,,,,,IT,North Sydney,Part Time,Grade 5,,,,,,,Mia Anderson,mia.anderson@health.nsw.gov.au,Completed,,,,,,,,2024-01-01
135141.41,36,1721.5,,,,,,,,2004,,,,,4.2,,,,,IT,Chatswood,Casual,Grade 1,,,,,,,Jessica Davies,jessica.davies@health.nsw.gov.au,Needs review,,,,,,,,2024-06-13
80698.59,8,1047.6,,,,,,,,2005,,,,,1.2,,,,,Operations,Sydney CBD,Part Time,Grade 3,,,,,,,Jake Hill,jake.hill@health.nsw.gov.au,,,,,,,,,2024-01-02
41551.98,11,1939.4,,,,,,,,2006,,,,,1.3,,,,,Sales,Macquarie Park,Contract,Grade 4,,,,,,,Mei Brown,mei.brown@health.nsw.gov.au,Pending approval,,,,,,,,2024-12-15
181607.42,38,994.9,,,,,,,,2007,,,,,4.7,,,,,Marketing,Sydney CBD,Full Time,Grade 3,,,,,,,Emma Martin,emma.martin@health.nsw.gov.au,Needs review,,,,,,,,2023-12-09
180964.77,4,364.6,,,,,,,,2008,,,,,3.2,,,,,Operations,Sydney CBD,Part Time,Grade 4,,,,,,,Jack Collins,jack.collins@health.nsw.gov.au,Pending approval,,,,,,,,2024-12-20
171950.59,3,757.1,,,,,,,,2009,,,,,1.3,,,,,Legal,Macquarie Park,Full Time,Grade 5,,,,,,,Mia Thomas,mia.thomas@health.nsw.gov.au,Completed,,,,,,,,2023-02-12
47690.41,32,1064.4,,,,,,,,2010,,,,,3.6,,,,,Legal,Chatswood,Contract,Grade 2,,,,,,,Oliver Brown,oliver.brown@health.nsw.gov.au,On track,,,,,,,,2023-07-20
120811.6,25,1395.7,,,,,,,,2011,,,,,4.0,,,,,IT,Sydney CBD,Casual,Grade 4,,,,,,,Sophie Thomas,sophie.thomas@health.nsw.gov.au,Escalated,,,,,,,,2024-12-19
102561.71,9,319.6,,,,,,,,2012,,,,,1.5,,,,,Operations,Parramatta,Part Time,Grade 3,,,,,,,Ava Brown,ava.brown@health.nsw.gov.au,Needs review,,,,,,,,2023-08-26
45638.44,1,531.5,,,,,,,,2013,,,,,4.0,,,,,Finance,Sydney CBD,Part Time,Grade 1,,,,,,,Jack Brown,jack.brown@health.nsw.gov.au,Needs review,,,,,,,,2024-03-25
60700.89,3,696.8,,,,,,,,2014,,,,,3.4,,,,,Sales,Parramatta,Part Time,Grade 5,,,,,,,Olivia Mitchell,olivia.mitchell@health.nsw.gov.au,,,,,,,,,2023-05-06
141620.35,5,575.4,,,,,,,,2015,,,,,3.2,,,,,IT,Parramatta,Part Time,Grade 4,,,,,,,Mohammed Lewis,mohammed.lewis@health.nsw.gov.au,Completed,,,,,,,,2024-07-18
